country,points,price,variety,winery,description
Italy,92,113.0,Nebbiolo,Ca'Romè,"An enticing fragrance of rose, blue flower, incense and truffle wafts out of the glass. On the palate, accents of black pepper, espresso and licorice add depth to the bright cherry-berry fruit, while polished tannins give it a smooth, silky texture. It's well balanced and fresh. Drink 2018–2030."
France,92,30.0,Riesling,Domaine Ostertag,"Pure fruitiness with a deliciously tangy texture mark this wine. It has a rich, juicy character with light spice to highlight the green fruits and zesty bitter orange flavor. At the moment, the wine is all fruit and it needs to age to bring out the greater depth. Drink from 2017."
Italy,92,92.0,Nebbiolo,Conterno Fantino,"Sweet oak, vanilla, plum, violet and mocha aromas lead the nose on this structured wine. The oak influence carries over to the palate together with ripe black cherry, leather and baking spice. The tightly compacted tannins need time to unwind. Drink 2020–2035."
Italy,92,75.0,Nebbiolo,Rivetto,"Underbrush, tobacco leaf, leather, truffle and blackberry aromas take center stage along with whiffs of toast and fig. The palate shows black cherry, carob, bitter cocoa, white pepper and sage alongside bracing tannins that leave a drying finish."
US,92,50.0,Zinfandel,Robert Biale,"A brand new vineyard designation for the winery, Bedrock dates to the 1800s and is being made famous by proprietor Joel Peterson of Ravenswood and his son, Morgan Twain Peterson. This wine does the site justice, a smooth concoction of cherry pit and allspice, elegant and yet plenty generous in fruit and structure, measured by natural acidity."
US,92,27.0,Chardonnay,Talley,"Buttered sourdough toast and a slight nuttiness kick off another excellent Chardonnay from the ever-reliable Talley. The palate is greeted with minerality that fades into an apple butter flavor alongside a pinch of cinnamon, culminating in a graceful vanilla finish."
Italy,92,49.0,Pinot Nero,Tosti,"Made entirely of Pinot Nero, this elegant, structured sparkler opens with aromas of rose, berry and yeasty sensations of freshly baked butter cookies. The palate delivers a nice depth of flavors including tart red apple, wild strawberry, sage and marjoram alongside brisk acidity and an elegant, persistent mousse. It's already delicious but will also age well over the next few years. Drink through 2019."
Italy,92,19.0,Nebbiolo,Veglio,"Fresh and refined, this has an intensely fruity nose of wild berry, forest floor, pine and rose petal. The bright palate doles out crushed strawberry, Morello cherry, vanilla and cinnamon alongside smooth, supple tannins and bright acidity. Nicely balanced and focused. Drink through 2025."
Portugal,92,11.0,Portuguese Red,Pedra Cancela,"This lightly wood-aged wine is slightly austere in style, with plum and blackberry tones providing weight. Some tannins and acidity accompany its fine, fruity core, giving a more serious note to this wine. Drink from 2018."
Portugal,92,44.0,Portuguese Red,Poças,"Still dark and dense, this young wine has power and structure on its side. The tannins and concentrated firm texture promise aging, allowing the big black fruits to be released. Made from vines in the Douro Superior; drink from 2017."
France,92,24.0,Riesling,Joseph Fritsch,"The wine is crisp, packed with grapefruit flavors and with a tight texture that suggests it could age. A tang and a steely acidity comes in behind the fruit and offers an austere aftertaste. Drink from 2017."
US,92,15.0,Riesling,Kiona,"A stellar wine at Kiona for decades, this includes 11% Gewürztraminer in the blend, and is finished at 83 g/L residual sugar. The palate impression is more juicy than sweet, with rich fruit flavors of ripe grapefruit, peach and apricot. The balance, acidity, length and texture are spot on."
US,92,35.0,Syrah,Comartin,"Jet-black aromatics of creosote, charred meats, pepper and plum-blackberry jam make an excellent entry point for this wine from a vineyard in the new Ballard Canyon appellation. Blackberry sauce leads the palate, with espresso bitterness and strong acidity throughout. A powerful but beautiful Syrah."
US,92,33.0,Cabernet Sauvignon,Cooper-Garrod,"Lightly toasted tobacco, blueberry pie and cedar scents lead the way on this single-vineyard Cab. Fresh blueberry on the palate combines with a great arc of flavors that ends in a chewed cigar finish."
US,92,140.0,Merlot,Matteo,"Pure Merlot from the Stillwater Creek Vineyard, this finished its fermentation in concrete egg, then spent 20 months in 100% new French oak, and another two years in bottle prior to release. Tightly wound and dense with cherry and chocolate layered throughout, it brings in flavors of red licorice and baking spices. The tannins are silky and the structure and flavors are bold."
US,92,35.0,Syrah-Cabernet Sauvignon,Epiphany,"Many red wines from Epiphany, run by the family of the late actor Fess Parker, have a nose-tickling singed-cedar aroma. It works great on this blend of 57% Syrah and 43% Cabernet Sauvignon, leading into a palate heavy with espresso and dark chocolate-dipped cherries, culminating in a mocha finish."
US,92,75.0,Cabernet Sauvignon,Force Majeure,"This is the second vintage release for the estate vineyard, which occupies the highest planted portion of Red Mountain. Precise, sharp-edged, high-acid red-fruit flavors of berry and cherry seem stacked vertically, with a strong mineral underpinning. The alcohol is a bit high, but overall the structure holds together and would support further aging; drink now–2022."
US,92,40.0,Rhône-style Red Blend,Foxen,"An aromatic profile of crushed mint, hot gravel and red fruit introduces this blend of 83% Grenache and 17% Mourvèdre. It's lightweight on the palate, but with complex flavors of herb and spice that swirl around a core of blackberry fruit and finish with mouthwatering acidity."
Chile,92,100.0,Red Blend,Viña Bisquertt,"Reedy, berry aromas come with a shot of eucalyptus, which is very Chilean. A tight, tannic, dry palate is exact and intense. Flavors of leafy and slightly herbal black fruits are matched by licorice and coffee notes, while the finish is long, dry, snappy and loaded with earthy spice notes and hints of olive and mint. Drink through 2019."
US,92,21.0,Riesling,Savage Grace,"An aromatically vibrant wine with notes of slate, peach, apricot and citrus. It drinks off dry, with exquisitely balanced acidity and a lot of depth and richness to the fruit flavors. Impressive stuff."
US,92,80.0,Red Blend,Sextant,"This blend of 50% Syrah, 23% Petite Sirah, 17% Mourvèdre and 10% Grenache presents a delicious strawberry cake nose, backed up with dried purple flowers and cigar box backbone. On the palate, elegant purple fruits are laced with leather and pepper, finishing with a cleansing tartness."
US,92,28.0,Cabernet Sauvignon,Arbor Crest,"This is the first vintage for this blend of 75% Cabernet Sauvignon and 25% Sangiovese. Ripe, lush and complex, it offers flavors of plum and cassis, with an appealing texture and moderately gripping tannins. There's life and snap to the finish, and though it's already delicious just two years after the vintage, another year or two of bottle age should see it continue to improve."
US,92,40.0,Chardonnay,Evening Land,"This is balanced and elegant in subtle pear, ginger and lemon. A fine food wine, it's ideal for roast chicken in herbes de Provence or ratatouille. Located in the Petaluma Gap and the source of grapes for several wines, Sun Chase was bought in 2013 by Guarachi Family Wines."
Italy,92,40.0,White Blend,Frank Cornelissen,"This cloudy, amber-colored wine isn't for the faint of heart. Made from ancient Grecanico, Carricante and Catarratto vines on the slopes of Mt. Etna and aged in terra cotta amphorae, it's mineral-driven with intense flint, smoke, nectarine, citrus, ginger, white pepper and balsamic sensations supported by an acidic backbone. Boasting great depth and complexity, it evolves continuously in the glass."
Italy,92,500.0,Red Blend,Gaja,"Aromas of crushed plum, asphalt, oak, toast, exotic spice and forest floor lead the nose. The palate delivers black cherry, mocha, licorice and mineral alongside bracing, tightly woven tannins that need time to unwind. Drink 2017–2031."
France,92,55.0,Gewürztraminer,Hugel,"This is a wonderfully balanced wine, bursting with ripe spice as well as acidity. It's a rich wine, now showing maturity without losing its fruit. The depth of flavor, drilling right down to the mineral structure, is impressive. Drink now, although also wait until 2016."
Argentina,93,40.0,Malbec,Viña Cobos,"The color of this Malbec and the legs it gives off help separate it from the pack. A plush nose shows unabsorbed oak and char along with deep berry and cassis notes. Total saturation on the palate matches the nose, and this tastes of chocolate, mocha, wood spice and rich berry fruits. Oak is currently speaking the loudest on the finish. Drink through 2023."
US,93,40.0,Syrah,Chamisal Vineyards,"The floral perfume of this cool-climate bottling is intense—all lavender accented with black pepper, white pepper and thyme. Tart black plum skin flavors lead the palate, building towards savory elements that recall dried purple flowers, thyme, rosemary and black pepper. Medium bodied and dense, it will be versatile with food."
US,93,65.0,Chardonnay,Merryvale,"Sourced from the producer's Stanly Ranch Estate Vineyard and Hyde Vineyard, both in Carneros, this is a stunning effort. Its baked pear fruit provides hefty body and texture, while honeysuckle and apple blossom notes and a squeeze of lemon-like acidity keep it balanced and fresh."
France,93,65.0,Tannat-Cabernet,Producteurs Plaimont,"This is an impressively ripe and solidly fruity wine. Blending mainly Tannat with Cabernet Franc and Cabernet Sauvignon, it is certainly structured. But it is the brilliant black fruit that gives this wine its real character and density. It is impressive, and obviously made for the long haul. Drink from 2021."
US,93,,Syrah,Qupé,"Bob Lindquist shows his mastery of cool-climate fruit with this bottling, which is redolent of asphalt, cracked black pepper, rosemary, lavender and damson plum. It's fairly light in body but strong in tarry structure, offering loads of cracked peppercorn flavor with its juicy purple fruit."
US,93,28.0,Syrah,Sinor-LaVallee,"This feral and gamy wine shows roast lamb, rosemary, dried fennel, rose petal and forest floor aromas on its dynamic nose. The palate leads with explosive acidity, before waves of Concord grape and blackberry flavor take hold. It's light on its feet but has some textural firmness, finishing on rosemary, lavender and game notes."
US,93,51.0,Chardonnay,The Calling,"Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package."
France,93,50.0,Rosé,Château Gassier,"Aged in wood, this wine is rich and spicy. Its fruit though is beautifully in balance, ripe with raspberry and red-currant fruits that are shot through with lemon acidity. This is a full-bodied wine, impressively structured and likely to age for a year or two. It is named after the 946 steps up the mountain behind the estate. Drink from late 2017."
France,93,34.0,Rosé,Château Grand Boise,"This lightly wood-aged wine, from an estate that has only changed hands three times in 400 years, is crisp, tight and very young. It has fine potential for the future. There are elegant fruits, spice and intense acidity that needs to soften. Produced from selected high-altitude parcels, the wine is balanced between the tangy texture and mineral fruitiness. Drink from early 2018."
France,93,50.0,Malbec,Château Lagrézette,"The estate wine from this Cahors showpiece property, it shows the rich intensity that can be conjured from Malbec, packed with tannins but also with dark, ripe-berry fruit and great intensity. It is a wine with potential—with a tannic structure that will see the wine starting to drink from 2020."
France,93,30.0,Rosé,Château les Valentines,"Named after the year 2008, when Provence's La Londe became its own appellation, the wine is an impressive selection from specific parcels in the dry coastal slip between Toulon and Saint-Tropez. It is textured, full of ripe fruit, red berries and a squeeze of lemon juice. The wine is full bodied, rich and likely to age for a few more months. Drink from early 2018."
France,93,40.0,Rosé,Château Roubine,"The top cuvée from Roubine, this unusual blend of Tibouren and Clairette is intensely perfumed and ripe and with a fine stylish character. It is an impressive wine with yellow fruits as well as red currant and citrus. This food friendly wine should age a bit, so drink from late 2017."
US,93,30.0,Cabernet Sauvignon,Daou,"The Daou brothers have become increasingly known for their rich, unctuous and lavish high-end wines, but this bottling offers a taste of that opulence for just $30. Plump blueberry and soft, cedar-like spice scents show on the nose, while the palate bursts with black cherry, dark chocolate and caramel flavors, powered by ample acidity. It will age gracefully, but is already delicious."
US,93,45.0,Sauvignon Blanc,Darioush,"From the producer's estate vineyard on Mount Veeder, this 100% varietal vineyard designate is oaky, viscous and intensely flavored with green apple, melon and peach. Delicious honeysuckle and grapefruit peel aromas make it all the more compelling, balancing its voluptuous weight and ripeness."
US,93,32.0,Red Blend,Derby,"From an aptly named vineyard, this whopper of a wine blends 37% Zinfandel, 32% Syrah, 16% Grenache and 15% Mourvèdre with 24% new oak and 20% whole-cluster fermentation. The result is a perfume that's both tart with boysenberry and rich with caramel, oak and cola. Black plum, gravel and bay leaf flavors surround its meaty core, persisting deep into the finish."
US,93,125.0,Chardonnay,Domaine Serene,"Multiple vineyards contribute to this standout blend. It feels open and accessible, yet carries the structure to age gracefully. You'll find interesting threads of freshly picked herb, lemon oil, pimiento and olive supporting citrus and fresh apple fruit."
US,93,150.0,Cabernet Sauvignon,Freemark Abbey,"Earthy with dusty loam and forest scents, this wine is intensely rich, with grippy, chewy tannins. Fine-grained oak notes support dark chocolate, clove and tobacco flavors, accented with fruit-forward elements that recall wild blueberry and blackberry. Structured to age, it will be best from 2023 through 2030."
US,93,60.0,Syrah,Hard Six Cellars,"The first vintage of this small-production wine, this is meaty, full of smoky pepper and dense red and blue fruit. It's powerfully built and structured, packing a finishing punch of roasted coffee and chocolate flavors. A worthwhile new discovery and a producer to watch."
US,93,70.0,Pinot Noir,King Estate,"Domaine is the winery's top Pinot Noir: all-estate grown, from grapes now certified biodynamic. It's an accessible, pretty wine, with rich flavors of pastry fillings—think raspberry scones. It's got a tart, tangy grip and the length and structure to age at least a decade."
Spain,93,30.0,Sherry,Lustau,"Flawless on the nose, this amontillado purchased from the solera of Señor González Obregón is full of lift, power and toffee on the nose. There's zero excess weight to the palate, which features flavors of nuts, salt, caramel and dried apricot. On the finish, a hint of buttered toast offers an umami offset to acid-driven raciness."
US,93,60.0,Pinot Noir,Patricia Green Cellars,"Textural and beautifully detailed, this offers front-loaded flavors of cola, cocoa, graphite and tobacco, wrapped around blackberry and black-cherry fruits. Despite the relatively steep alcohol, this drinks in a lighter, more elegant, yet quite showy style."
US,93,80.0,Sparkling Blend,Schramsberg,"Made entirely from Chardonnay grapes grown in one site, the inaugural vintage of this cuvée is delicious. It offers a rich core of almond paste flavor, with inviting peach, apple and pear fruit tones, all while remaining light, bright and highlighted with wet stone and gravel."
France,93,25.0,Tannat-Merlot,Vignobles Brumont,"The wine comes from a parcel of land planted with both Merlot and Tannat. In its structure, this great wine has a strong connection to the Madirans that are the hallmark of this producer. With maturity, the wine has developed fine secondary flavors and undergrowth and dried-fruit flavors. The wine, named after a standing stone found in the area, is very ready to drink."
US,93,32.0,Syrah,Waxwing,"From the cool plains of the Petaluma Gap, this wine shines in violet and blueberry crumble aromas. Light bodied, it reveals deeper, darker pepper steak-like flavors as it opens, finishing on an elegant aftertaste of clove."
Spain,93,61.0,Tempranillo,San Vicente,"This modern-style Tempranillo is registering at max ripeness. Aromas of black fruits, raisin, tire rubber and toasty French oak project a dark outlook. In the mouth, this is tight and gripping. Flavors of blackened oak, cassis and blackberry finish firm and closed, with manageable tannins. Drink through 2025."
US,93,60.0,Pinot Noir,Babcock,"Bryan Babcock heads to Bentrock Vineyard on the southwestern edge of the appellation to deliver this wine redolent of red cherry, plum, mulberry, peppery spice and sagebrush. The palate is rich and full bodied, with tangy red plum skin and eucalyptus touches, finishing on a fresh, menthol-like note."
US,93,45.0,Chardonnay,Babcock,"This is one of the most beloved Chardonnays from Santa Barbara County, and for good reason: Bryan Babcock manages to imbue his wine with buttery richness yet also balance it with acidity and smoke. Honeysuckle, almond and Gravenstein apple aromas lead into energetic yet creamy marshmallow and poached pear flavors, all cut with citrusy acidity."
US,93,60.0,Pinot Noir,Bergström,"Unusual aromatics conjure ruby red grapefruit, Douglas fir needles, green tea and a touch of cola. The site, which is rather cool, fills in the main palate with grapes offering sleek subtle flavors of mountain berry."
US,93,80.0,Pinot Noir,Blue Farm,"This herb-laced wine comes from a 1,100-feet elevation outpost five miles from the ocean and shows both feral notes and robust fruit. Tart cranberry flavor dominates, complemented by orange peel nuances. Its tannins are in full force, calling for more time in the glass if not in the cellar. Best the second day after opening, if one can wait."
US,93,85.0,Pinot Noir,Challen,"This hearty and heavily spiced take on the grape offers fascinating black cherry, cardamom, chai spice and sanguine, meaty scents on the nose. The flavors may strike some palates as too intense, brimming with dried red cherry, Indian spice and kalamata olive, bound by energetic acidity and tactile grip."
Italy,89,90.0,Red Blend,Castellare di Castellina,"Aromas of underbrush, black fruit, toast and espresso lead the nose on the blend of Sangiovese and 15% Malvasia Nera. The palate is still resting heavily on its oak, showing coffee, coconut, vanilla and mocha, along with dried black cherry, prune and clove. The raspy tannins need to soften up but the fruit richness is already drying up."
Portugal,89,18.0,Portuguese Red,Caves Velhas,"This is a serious, wood-aged wine whose ripe fruits are dominated at the moment by heavy toast flavors. The fruit does offer weight and good potential, making it a structured, dark wine that is beginning to suggest a juicy future. Drink from 2017."
Portugal,89,7.0,Portuguese Red,Caves Velhas,"This is a herbal, earthy wine with as many tannins as fruit at this stage. That gives it a dense, dusty texture that seeps into the ripe, sweet plum flavors. With the wood giving an extra push of richness as well as spice, it needs to age. Drink from 2017."
Portugal,89,17.0,Portuguese Red,Caves Velhas,"To judge by the weight of the bottle, this is regarded as an important wine by the producer. The wine inside is attractive and fruity, ripe with berry fruits and considerable freshness. The tannins give the power for the bottle, dry and dense at this young stage. Drink from 2017."
France,89,18.0,Duras,Domaine des Terrisses,"Made to celebrate their 30th vintage, the Cazottes have produced a ripe, full-bodied wine that is still smooth and rich. Raspberries and fresh acidity give fruitiness with a delicious juicy aftertaste. Drink this wine soon, from early 2016."
US,89,39.0,Red Blend,Aver Family Vineyards,"Deep blueberry, prune and dried purple aromas are made even more delicious by hints of bacon fat on this blend of 60% Petite Sirah, 30% Syrah, 9% Mourvèdre and 1% Grenache. The vintner lives in the historic Uvas Valley between Gilroy and Morgan Hill. Purple fruit juiciness is balanced by a sharp licorice edge, framed by judicious acidity and tannins."
Chile,89,17.0,Sauvignon Blanc,Claro,"Briny aromas of bell pepper, jalapeño and canned pea are green-leaning but not overly vegetal. This has a round mouthfeel and ample body to absorb the wine's acidity, while flavors of celery, bell pepper, lime and tangerine come with a strong grassy accent and a persistent, briny tasting finish."
France,89,20.0,White Blend,Clos Troteligotte,"This is a blend of Chardonnay, Sauvignon Blanc and Viognier (CSV). From estate vineyards in the Cahors region, it is a young wine, still developing its potentially aromatic character, fragrant acidity and rich pineapple and red apple flavors. Hold this wine and drink from late 2016."
Chile,89,22.0,Sauvignon Blanc,Concha y Toro,"A mix of tropical and citrus aromas is balanced by classic Leyda scents of bell pepper and jalapeño. This is crystal clear and zesty on the tongue, with cutting acidity. Lemon, tangerine and briny notes create a citrusy flavor profile, while the finish is juicy, crisp and cleansing."
US,89,25.0,Chardonnay,Conn Creek,"Minerally on the start, this white progresses into oaky vanilla and brioche notes with a heightened viscosity midway through, before re-finding its vibrancy at the end. In between expect a full-bodied, fruity expression of the variety highlighted by plenty of ripe apple and apricot."
Spain,89,50.0,Garnacha,Parés Baltà,"Rosy cherry and plum aromas turn more rubbery and raisiny as this airs out. Solid, lifted and deep on the palate, this varietal Garnacha deals lightly herbal, floral flavors of plum and cherry cough drop, while the finish is oaky, resiny, raw, scouring and tough. Nothing about this is subtle or elegant, but it is dynamic. Drink through 2020."
US,89,31.0,Rhône-style Red Blend,Fenestra,"This medium-bodied wine is fresh and fruity, but also polished and sophisticated. It smells like raspberries and black plums, then adds chocolate and blackberry in the flavors. Rich and flavorful it also has welcome firm tannins and fruit acidity to keep it lively. Grenache is the leading grape ingredient."
Germany,89,25.0,Pinot Gris,Franz Keller,"Wildflower and lemon zest brighten this dry, citrusy Pinot Gris. Lip smacking white grapefruit flavors flood the palate, along with a hint of bitter almond. It's a revitalizing white that's ready to drink, but also likely to maintain its fresh, primary flavors through 2017."
Chile,89,26.0,Red Blend,Maray,"This blend is mostly Syrah, with Merlot and Cabernet Sauvignon backing it up. Dense, earthy, meaty and lightly roasted on the nose, the palate is mildly tannic, with lively acidity. Roasted, foresty plum and red-berry flavors end short and baked in character."
Italy,89,27.0,Red Blend,Nino Negri,"Vibrant and elegant, this delivers aromas and flavors of crushed red cherry, raspberry, cinnamon-spice and Alpine herbs. Supple tannins and bright acidity provide support. Enjoy through 2018."
US,89,25.0,Sparkling Blend,Laetitia,"Quite foamy when poured, this bubbly from the historic sparkling house offers aromas of apple flesh, ripe pears and lemon-lime soda. It presents straightforward flavors on the palate accented with apple blossoms, while white tuberose florals and a touch of guava trend toward the tropical side of the scale."
Italy,89,22.0,Red Blend,Leopoldo I di Toscana,"Aromas of ripe dark-skinned fruit, spice, underbrush and dried herbs emerge from this blend of Cabernet Franc, Merlot and Petit Verdot. The palate delivers dried black cherries, plum, clove and grilled sage alongside tightly-knit tannins. Drink 2016–2020."
US,89,18.0,Pinot Gris,Lumos,"Spicy and still tight, this shows a big-boned style. Penetrating pear fruit flavors are dotted with white pepper, and finished with a hint of water cracker."
Chile,89,20.0,Cabernet Sauvignon,Maquis,"Dense aromas of earth, berry fruits, latex and animal fur are a touch challenging at first but balance out with airing. This has a crisp, fresh feel despite coming from a hot year. Lightly herbal, leathery flavors of red currant and wild berry finish oaky, with more than adequate filling."
Italy,89,65.0,Cabernet Sauvignon,Petra,"Subdued aromas of espresso, tobacco, cedar, tilled soil and mature black fruit waft out of the glass. Made entirely with Cabernet Sauvignon, the elegant palate offers raw red currants, dried black cherries, clove and anise alongside silky but rather fleeting tannins."
Portugal,89,60.0,Tinta Francisca,Quinta das Carvalhas,"Old vines of Tinta Francisca have produced a generous, full and concentrated wine. It is packed with forward berry fruits and as well as soft tannins that are finely integrated. The end is fresh, and always fruity."
Italy,89,52.0,Red Blend,Rocca delle Macìe,"Made from Sangiovese blended with 20% Cabernet Sauvignon and Merlot, this opens with aromas of sawdust, oak, exotic spice and a whiff of black currant. The palate displays toasted oak, roasted coffee beans, menthol, ground black pepper and dried black cherries alongside grippy tannins that leave an astringent finish."
US,89,25.0,Rosé,Stoller,"Fresh strawberry fruit with a bit of spice makes this an easy choice for warm-weather sipping. Tart, with lemony acidity, it's young and lively. Good as it is on its own, it would make an awesome punch."
US,89,65.0,Cabernet Sauvignon,Tamber Bey,"Offered in a half-bottle size, this estate Cab-based wine also contains 6% Merlot and 6% Petit Verdot. The blend is crisp, dry and tannic in cranberry, barely ripe cherry and dried currant, swerving savory into dried herb and clove."
Italy,89,240.0,Red Blend,Tenuta di Trinoro,"Dense and concentrated, this blend of 66% Cabernet Sauvignon, 26% Cabernet Franc and 8% Petit Verdot initially has a subdued nose that eventually reveals prune, alcohol, tobacco and leather aromas. The syrupy palate doles out blackberry extract, fig, sweet spice and soaring alcohol alongside velvety tannins. While some may like the sheer power, the dominant alcohol stunts any complexity, giving it a monolithic quality."
Italy,89,35.0,Red Blend,Tenuta Sette Ponti,"Firm and spicy, this blend of Sangiovese and 10% Merlot opens with aromas of black plum, crushed violet and kitchen spices. The juicy palate delivers ripe black cherry, licorice and clove alongside a backbone of tightly wound but refined tannins. Drink 2016–2020."
US,89,40.0,Pinot Noir,Walnut City WineWorks,"The vineyard is in the Eola-Amity Hills AVA, though the label does not indicate it. There is a welcome purity to the fruit expression, pretty cherry flavors with a suggestion of hard candy. Although it has light herb and stem highlights, nothing overshadows the lovely fruit."
Portugal,89,18.0,Portuguese Red,Wines & Winemakers,"A blend of Touriga Nacional and Touriga Franca, this dark-colored, serious wine is concentrated and structured. It offers black fruits, giving a brooding character that's full of power. The aftertaste with its acidity and juicy fruit is elevated and leaves with a lift."
US,89,26.0,Pinot Noir,YNOT,"Aside from hints of dark wild raspberries, this entry-level, second-label wine by Norm Yost doesn't offer overt fruit on the nose, instead showing graphite, dark earth and crushed rocks. Earthy flavors of beet juice and juniper show a slightly sour side, making for an interesting wine, if not completely delicious"
Greece,89,13.0,White Blend,Zacharias,"This exotic white blend starts with citrus and floral aromas and offers a palate of soft lemon curd, orange and white fruit. Rich but with a cutting finish, it's a good food wine for bigger seafood flavors."
Italy,90,,Nebbiolo,Negro Angelo e Figli,"Mature berry, underbrush, leather, fennel and a whiff of grilled herb meld together in the glass. The firm, vibrant palate shows ripe wild cherry, black raspberry, licorice, coffee and a balsamic note while bracing, fine-grained tannins provide the framework. Give this a few years to come together. Drink after 2020."
US,90,28.0,Tempranillo,Obsidian,"Smooth and appealing, with a smoky edge to the purple plum and berry fruits, this is a flavorful, forward and easy-drinking rendition of what may become Southern Oregon's signature grape. The tannins are silky and the length impressive."
Portugal,90,18.0,Portuguese Red,Poças,"From grapes grown in the Douro Superior region, this is an open delicious fruity and ripe wine that is ready to drink. Its black currant and red berry tastes are balanced by spice, wood aged flavors and a core of tannins. The aftertaste introduces fresh juicy acidity."
US,90,40.0,Red Blend,Ray's Station Vineyards,"Ripe fruit flavors and a delicious spiciness combine to make this full-bodied but not very tannic wine easy to love. It smells like cherries and raspberries, tastes full but not sweet, and has a texture that spreads and softens on the palate like melting chocolate. It's made with 50% Zinfandel and almost equal parts Syrah, Carignane and Petite Sirah."
Spain,90,35.0,Tempranillo Blend,Rioja Vega,"Resiny oak and mildly stalky berry aromas muscle out cherry and raspberry scents. This feels grabby and clampy, while oaky flavors of mixed berries and baked plum end with coconut-infused oak flavors and notes of raisin and licorice. Drink through 2020."
Italy,90,38.0,Barbera,Rivetto,"Aromas of mature black-skinned fruit, blue flower and Oriental spice float out of the glass. The round, full-bodied palate offers dried black cherry, blackberry jam, licorice and pipe tobacco alongside chewy tannins."
Israel,90,20.0,Cabernet Sauvignon,Segal's,"This wine is dark red-violet color to the eye, offering aromas of blackberry, roasted red pepper and juniper berry. It is very smooth on the palate, with flavors of black plum, blackberry, white peach, elderberry and violet. There is a slightly dominant eucalyptus flavor that backs off at the finish, replaced by a fresh cherry juice flavor."
US,90,72.0,Pinot Noir,Small Vines,"Wild strawberry and a thicket of dense tannin belie a powerfully strong and elusive wine, still very much tightly wound, indicative of the vintage. A portion (35%) of the grapes were whole-cluster pressed, from tight-spaced, low-yielding vines. A little more oak was used than in most of the producer's other wines, helping to impart a spicy finish."
Germany,90,60.0,Riesling,St. Urbans-Hof,Fresh apple and pear flavors are swathed in fresh herbs and citrus peels in this bristling medium-sweet wine. It's lusciously honeyed but finishes long with honed steely precision.
US,90,44.0,Pinot Noir,Stemmler,"Raisin and white pepper aromas, ripe fruit, floral and spicy anise flavors and full body add up to a big wine in which the whole-cluster fermentation method can be tasted. The hearty flavors, complexity and firm tannins paint a unique picture, and this bottling makes a dramatic contrast in style from the “regular” Anderson Valley Pinot Noir."
Israel,90,15.0,Cabernet Sauvignon,Tabor,"Dark garnet in the glass, this wine has a nose of strawberry, black plum, caramel and smoked meat. It offers a good balance of acidity and tannins, with flavors of blackberry, blueberry, smoked meat, vanilla and mocha. The vanilla flavor is extended on the palate thanks to lingering silky tannins that eventually dissolve in a note of orange zest."
Italy,90,70.0,Nebbiolo,Tenuta Duecorti,"Blue flower, mature plum, licorice, clove, mocha and menthol aromas all come together on this brawny red. The warm, bold palate delivers juicy black cherry, espresso, ground pepper and anisette alongside a backbone of fine-grained tannins. Showing the heat of the vintage, it won't need years to come around. Drink 2018–2028."
Portugal,90,30.0,Portuguese White,Terras de Alter,"This concentrated wine was wood aged for six months, giving the lightest touch of oak along with ripe yellow fruits and a crisp tangy aftertaste. It has a touch of spice along with bright acidity at the end. Drink now."
US,90,36.0,Chardonnay,Thomas George,"A blend of three estate-farmed vineyards, this is a velvety-smooth expression of the variety. It conveys a touch more richness and concentration than some of the producer's other wines, at least at the beginning of the glass, when almond and hazelnut rule the day. But then it takes on a lightness toward the lengthy finish, ending in a mix of lemon zest and apple."
Israel,90,40.0,Red Blend,Tulip Winery,"This wine features a bouquet of cherry, pomegranate and freshly ground black pepper. It is well-balanced on the palate with flavors of pomegranate, strawberry, mace and anise. Smooth tannins are present into the bright yet lasting finish."
US,90,70.0,Chardonnay,Wedell Cellars,"The nose on this appellation blend is full of soft tones of ripe nectarine and pluot, though cut with walnut oil and a citrus edge. It's more pithy in flavor, showing orange bitters, dried apples and more nut oils, slightly oxidative in style."
US,90,48.0,Pinot Noir,Winderlea,"Planted in 1988, this vineyard 's fruit captures the unique minerality found in this AVA. It leaves an impression of sucking on rock—not a bad thing in a wine. The black-cherry fruit grips the palate with real power and some density, with potent herbal highlights as well. Drink this now through the mid-2020s."
Israel,90,55.0,Cabernet Sauvignon,Yatir,"Dark black cherry in color, this wine offers a bouquet of cherry preserves, matchstick and petrol. It is far livelier on the palate than on the nose, featuring flavors of cherry, pomegranate and bell pepper with a light touch of florality. Chewy tannins make their way across the gum and tongues and are all but erased by a final note of orange zest and cranberry."
Italy,90,42.0,Nebbiolo,Cascina Luisin,"Dark berry, mocha, toast and cooking spice aromas emerge in the glass. The taut palate offers mature black cherry, coffee and dried herb alongside assertive, fine-grained tannins."
US,90,125.0,Cabernet Sauvignon,Azari,"Cherry-berry and vanilla surround a soft, spicy core of high-toned red fruit. Mellowed with age, the tannins linger in perceived sweetness."
Italy,90,110.0,Nebbiolo,Borgogno Giacomo e Figli,"Red rose, bright berry and anisette aromas lead the way. The taut palate offers sour cherry, tobacco, clove and chopped herb alongside bracing tannins and brisk acidity."
Italy,90,103.0,Nebbiolo,Ca'Romè,"This brawny, forward wine opens with aromas that recall spirits, steeped plum, roasted coffee bean and menthol. The dense, chewy palate offers black cherry liqueur, licorice, espresso and the warmth of evident alcohol accompanied by brooding tannins. Drink sooner rather than later."
