title,year,rating,directors,actors,genres
tt0034078,1941,6.4,"nm0861703,nm0801717,nm0886754","nm0599910,nm0001695","Drama,Thriller"
tt0048432,1955,6.8,nm0006452,"nm0000069,nm0000053","Drama,Romance"
tt0069282,1973,6.2,nm0956052,"nm0001001,nm0001967","Comedy,Crime,Thriller"
tt0039556,1947,7.1,nm0000581,"nm0172903,nm0370821,nm0751062",Comedy
tt0078765,1980,5.7,nm0724927,"nm0000313,nm0000885,nm0444198","Comedy,Drama"
tt0045347,1952,5.9,nm0500552,nm0001229,"Comedy,Drama"
tt0162897,1999,6.7,nm0336726,"nm0000800,nm0000661,nm0421105,nm0061777","Action,Drama,History"
tt0120603,1998,5.9,nm0001129,"nm0000418,nm0684460","Drama,History,Horror"
tt0120601,1999,7.8,nm0005069,"nm0000131,nm0000518","Comedy,Drama,Fantasy"
tt0077294,1977,6.8,nm0001382,"nm0001285,nm0000981,nm0001832","Action,Thriller"
tt0030714,1938,6.3,nm0792450,"nm0000078,nm0181003,nm0855579","Action,Adventure,Drama"
tt0097457,1989,6.2,nm0564319,"nm0000598,nm0230335,nm0864997","Drama,Music"
tt1535438,2012,6.3,nm0291205,"nm0000169,nm0136797","Comedy,Drama,Romance"
tt0024631,1933,6.3,nm0356931,"nm0000068,nm0003062","Horror,Mystery,Thriller"
tt0071784,1974,5.9,nm0546672,"nm0001812,nm0516316","Comedy,Western"
tt0098271,1989,6.5,nm0523439,"nm0347842,nm0021542,nm0024151,nm0004258",Drama
tt1227777,2008,6.5,nm0636165,"nm0000799,nm0085153","Drama,Family"
tt0089907,1985,7.4,nm0639321,"nm0347656,nm0439170,nm0129883,nm0558726","Comedy,Horror,Sci-Fi"
tt0122151,1998,6.6,nm0001149,"nm0000154,nm0000418,nm0000582","Action,Crime,Thriller"
tt0052572,1959,8.3,nm0006249,"nm0154164,nm0149845,nm0611575",Drama
tt0064534,1969,6.3,"nm0802563,nm0630197,nm0554249","nm0002131,nm0000080","Adventure,Drama"
tt0026075,1935,6.0,nm0127511,"nm0285922,nm0002046,nm0722424","Comedy,Drama"
tt0027876,1936,5.5,nm0437356,"nm0000078,nm0940617,nm0371025",Western
tt0118771,1997,6.9,nm0609236,"nm0000621,nm0000687,nm0301370","Action,Crime,Drama"
tt0185556,1998,4.3,nm0386991,"nm0229930,nm0689237,nm0005331","Action,Crime,Drama"
tt1242460,2011,7.5,nm0708903,"nm0000604,nm3009232,nm3838127","Drama,Mystery,Thriller"
tt0096244,1988,6.0,nm0001801,"nm0000154,nm0000621,nm0000471","Crime,Drama,Romance"
tt0497353,2006,6.1,nm0375973,nm0000616,"Crime,Drama,Mystery"
tt0443274,2008,6.6,nm0871428,"nm0000598,nm0001845,nm0289142,nm0569226","Action,Crime,Drama"
tt0063036,1968,5.8,nm0000361,"nm0912005,nm0000134,nm0334057,nm1713518","Comedy,Drama"
tt2282719,2012,5.7,nm0443181,"nm1472010,nm0114868,nm0343447","Crime,Drama"
tt4721404,2017,5.3,nm2749225,"nm3845862,nm0000418,nm0001525","Comedy,Drama"
tt0116025,1996,5.8,nm0410769,"nm0000616,nm0000798","Action,Thriller"
tt0117951,1996,8.2,nm0000965,"nm0000191,nm0001971,nm0001538,nm0571727",Drama
tt0049472,1956,6.5,nm0395105,"nm0000063,nm0926338,nm0288830","Romance,Western"
tt0048703,1955,6.0,nm0401680,"nm0000068,nm0095524,nm0066166","Romance,Western"
tt1540014,2011,4.1,nm0042304,"nm1022429,nm0000800,nm0443730","Comedy,Drama"
tt0044488,1952,6.5,nm0211964,"nm0000068,nm0557339,nm0916253",Western
tt0084444,1982,6.0,nm0355032,"nm0000053,nm0002072,nm0673526","Mystery,Thriller"
tt0079757,1979,6.5,nm0375477,"nm0000885,nm0104787",Drama
tt3125324,2014,6.9,nm0697656,"nm1676649,nm0000418","Drama,Music,Romance"
tt0056541,1962,7.4,nm0112218,"nm0000056,nm0003225",Drama
tt0028905,1937,7.1,nm0155469,nm0087018,Drama
tt0013085,1922,6.3,nm0166730,"nm0809068,nm0571205,nm0906972,nm0877045","Adventure,Drama,Romance"
tt1327773,2013,7.2,nm0200005,"nm0001845,nm0000131",Drama
tt0097164,1989,6.3,nm0669004,"nm0000418,nm0040662,nm0001952,nm0088745","Crime,Drama"
tt0104487,1992,4.4,nm0474651,"nm0001019,nm0000885","Drama,Thriller"
tt0077416,1978,8.1,nm0001047,"nm0000134,nm0000686,nm0001030,nm0001698","Drama,War"
tt0045919,1953,7.0,nm0920074,"nm0000078,nm0634313,nm0008496,nm0000790","Adventure,Drama"
tt0042033,1949,6.6,nm0836328,"nm0000068,nm0084219,nm0118000","Adventure,Thriller,Western"
tt0034846,1942,6.0,nm0002030,"nm0001791,nm0001695,nm0570451","Comedy,Romance"
tt0041822,1949,6.8,nm0226189,"nm0000044,nm0002134,nm0001647,nm0000048",Adventure
tt0414853,2006,5.6,nm0644203,"nm0416673,nm0000418,nm0000385","Adventure,Animation,Comedy"
tt0414891,2004,6.9,"nm0292654,nm0292655","nm1644123,nm1059283,nm0656465,nm0813169","Crime,Drama"
tt1563711,2010,6.9,nm0003180,"nm1472010,nm0000616","Drama,Romance"
tt0052235,1958,6.2,nm0001486,"nm0000020,nm0003339","Drama,Romance"
tt0393875,2005,4.5,nm0421675,"nm0536630,nm0000800","Comedy,Romance"
tt0071577,1974,6.4,nm0002338,"nm0000602,nm0001136","Drama,Romance"
tt0089360,1985,6.5,nm0549658,"nm0000313,nm0001075,nm0005162","Drama,Mystery,Thriller"
tt0065228,1969,7.2,nm0762805,"nm0945860,nm0758394","Crime,Drama"
tt0085387,1983,5.4,nm0001708,"nm0301178,nm0000284,nm0001558,nm0055864","Action,Comedy"
tt0031507,1939,7.1,"nm0454771,nm0191899","nm0000061,nm0000020,nm0000068","Crime,Drama"
tt0031503,1938,7.1,nm0304098,"nm0289858,nm0216596","Drama,Horror,Sci-Fi"
tt0097336,1989,6.5,nm0423646,"nm0000056,nm0776239,nm0000131","Drama,History"
tt0377062,2004,6.1,nm0601382,"nm0000598,nm0000610,nm0879085","Action,Adventure,Drama"
tt0049949,1956,7.0,nm0000485,"nm0000763,nm0001695,nm0003318","Crime,Drama"
tt0036244,1943,8.1,nm0920074,"nm0000020,nm0000763,nm0000063","Drama,Western"
tt0046288,1953,6.0,nm0005789,"nm0000053,nm0001588,nm0317637","Crime,Drama"
tt0307453,2004,6.0,"nm0421776,nm0074426,nm1224299","nm0000226,nm0000134","Adventure,Animation,Comedy"
tt4814436,2015,7.0,nm0923768,"nm0582462,nm1527475","Drama,Romance"
tt0116999,1996,6.7,nm0952360,"nm0000138,nm0000134",Drama
tt0248661,2001,5.9,nm0205014,"nm0000418,nm0872729","Crime,Mystery,Romance"
tt0132160,1999,7.0,nm0802881,"nm0126004,nm0001682,nm0717650","Drama,Family,Sport"
tt0056095,1962,6.7,nm0829038,"nm0002001,nm0001695,nm0405035","Adventure,Family,Fantasy"
tt0084174,1982,6.5,nm0656108,"nm0001796,nm0000598",Drama
tt0076259,1977,6.2,nm0474859,"nm0000821,nm0451396","Action,Drama"
tt0110213,1994,6.0,nm0814085,"nm0001462,nm0000144,nm0000554","Adventure,Family,Romance"
tt1937449,2012,5.6,nm1023919,"nm0000598,nm1374980","Drama,Sport,Thriller"
tt0078056,1978,5.8,nm0000230,"nm0000230,nm0133558,nm0000800,nm0574433",Drama
tt0072229,1973,5.2,nm0568546,"nm0186314,nm0000621,nm0283499","Comedy,Family"
tt0379765,2004,6.5,nm0563220,"nm0004875,nm0542759,nm0556296",Thriller
tt3881680,2015,6.2,"nm1534497,nm1532523","nm0480798,nm0000418","Comedy,Drama"
tt0082075,1981,8.0,nm0656108,"nm0001682,nm0000598",Drama
tt0035958,1943,6.2,nm0258015,"nm0000068,nm0193232,nm0000890,nm0619798","Drama,History,War"
tt0081529,1980,5.2,nm0624102,"nm0000608,nm0001276,nm0715274,nm0001123","Action,Comedy"
tt0829193,2007,6.7,nm0000626,"nm0000418,nm0001165","Crime,Drama,History"
tt0401383,2007,8.0,nm0773603,nm0023832,Drama
tt0114369,1995,8.6,nm0000399,"nm0000151,nm0000093,nm0000228,nm0001825","Crime,Drama,Mystery"
tt0045109,1952,6.7,nm0896542,"nm0000032,nm0001500,nm0876451","Drama,Romance"
tt0056626,1962,6.7,nm0936404,"nm0000053,nm0002269","Drama,Romance"
tt0086197,1983,7.9,nm0442241,"nm0001731,nm0001277,nm0000438,nm0000598","Adventure,Drama"
tt0080100,1979,4.9,nm0660873,"nm0002072,nm0001229,nm0000448,nm0001379","Horror,Sci-Fi"
tt0138946,2000,6.4,nm0336695,"nm0000242,nm0001618,nm0001001","Crime,Drama,Romance"
tt0108358,1993,7.8,"nm0181902,nm0418883","nm0000621,nm0000174,nm0000385,nm0000200","Action,Drama"
tt1029360,2015,4.9,nm1481493,nm0005377,"Horror,Thriller"
tt1423995,2010,5.4,nm0192845,"nm0001570,nm0000134","Drama,Thriller"
tt0455991,2006,4.3,nm0896714,"nm0266424,nm5620587,nm0621034",Action
tt0342300,2003,5.9,nm1285607,"nm0515260,nm0004797,nm0344578","Comedy,Drama,Romance"
tt0040369,1948,7.6,nm0000406,"nm0000078,nm0000020,nm0000784","Action,Adventure,Western"
tt1604100,2014,5.3,nm1661709,"nm0000580,nm0000800,nm0196592",Drama
tt0348593,2004,6.7,nm0931095,"nm0000313,nm0287898","Comedy,Drama"
tt0082406,1981,7.3,"nm0828245,nm0723704,nm0075859","nm0001682,nm0000621,nm0016776","Adventure,Animation,Drama"
tt0044837,1952,8.1,nm0000122,"nm0000122,nm0115558,nm0000036","Drama,Music,Romance"
tt0099134,1990,5.5,nm0447944,"nm0212818,nm0001181,nm0000885","Action,Drama,Western"
tt2172584,2014,6.2,nm0000343,"nm1500155,nm0000131","Comedy,Drama"
tt0028934,1937,5.9,nm0437356,"nm0382165,nm0000810,nm0122470,nm1283018","Action,Adventure,Comedy"
tt0067328,1971,8.1,nm0000953,"nm0000961,nm0000313,nm0424565",Drama
tt0302531,2002,4.3,nm0855107,"nm0000616,nm0903677,nm0722636,nm0516215","Horror,Sci-Fi,Thriller"
tt0164003,2002,6.0,nm0000369,"nm0000369,nm0001001,nm0000367","Crime,Drama,Thriller"
tt0080789,1980,7.2,nm0172642,"nm0000020,nm0001207,nm0002144","Drama,History"
tt0070825,1973,6.5,nm0447944,"nm0000078,nm0001792,nm0424565","Comedy,Romance,Western"
tt0011193,1920,6.6,nm0189076,"nm0396768,nm0922837,nm0137415,nm0177330",Comedy
tt1967614,2016,5.7,nm0000431,"nm0000134,nm0000362",Comedy
tt0045630,1953,5.5,nm0091430,"nm0752813,nm0000063","Action,Adventure,Drama"
tt0120157,1998,6.0,nm0027271,"nm0000621,nm0001462,nm0005042","Action,Drama,Sci-Fi"
tt0338045,2002,6.8,nm0811714,"nm0100556,nm0865571,nm0320552",Drama
tt2582782,2016,7.6,nm0533284,"nm1517976,nm0004936,nm0000313,nm0083655","Action,Crime,Drama"
tt0053221,1959,8.0,nm0001328,"nm0000078,nm0001509,nm0625699","Action,Drama,Western"
tt0053220,1959,7.3,nm0091430,"nm0000068,nm0731490,nm0078940","Drama,Western"
tt2241047,2013,4.0,nm4152507,"nm4152507,nm0000616,nm0847727,nm0777435","Action,Adventure,Crime"
tt0062713,1968,6.8,nm0894577,"nm0000063,nm0000314,nm0415488","Action,Adventure,Drama"
tt6364638,2017,5.1,nm3401440,"nm3889070,nm3257161",Romance
tt0032686,1940,6.5,nm0896533,"nm0000731,nm0001229","Comedy,Drama,Romance"
tt0065885,1971,5.7,nm0091575,"nm0079475,nm0000313",Drama
tt0044045,1951,4.6,nm0002164,"nm0002046,nm0949574,nm0222596",Western
tt0081687,1980,6.5,nm0961612,"nm0513731,nm0573481,nm0909882","Comedy,Drama,Mystery"
tt2545936,2017,4.0,nm1977125,"nm0000616,nm2584077,nm2482839","Action,Horror,Thriller"
tt0014624,1923,7.1,nm0000122,"nm0312238,nm0588033,nm0294058,nm0579663","Drama,Romance"
tt0095665,1988,5.9,nm0396812,"nm0000381,nm0000053,nm0001765","Comedy,Drama"
tt0095662,1988,6.2,nm0582635,"nm0001640,nm0365221",Comedy
tt1783798,2011,5.1,nm0001700,"nm2104119,nm9446930",Drama
tt0074751,1976,5.9,nm0347086,"nm0000313,nm0001301,nm0709907","Adventure,Horror"
tt0031417,1939,6.0,nm0547446,"nm0604656,nm0452128,nm0838843","Comedy,Drama,Western"
tt0061748,1967,5.6,nm0799033,"nm0000063,nm0536781,nm0662981,nm0907480",Comedy
tt0029942,1938,7.3,nm0851537,"nm0000075,nm0001682,nm0401434,nm0272059",Drama
tt0048387,1955,6.8,nm0000485,"nm0001289,nm0001695","Adventure,Drama"
tt0048380,1955,7.8,"nm0517597,nm0000406,nm0503777","nm0000020,nm0000010,nm0001635,nm0000493","Comedy,Drama,War"
tt0049656,1956,7.0,nm0781751,"nm0001229,nm0000558,nm0379621","Crime,Drama"
tt0129028,1999,4.7,nm0173207,"nm0000616,nm0005171,nm0004951","Action,Thriller"
tt0082340,1981,7.2,nm0000118,"nm0000621,nm0001812,nm0000308,nm0000587","Action,Sci-Fi"
tt0469903,2008,7.3,nm0001219,"nm0114532,nm0000598,nm0000317,nm0378200","Drama,Sport"
tt0069834,1973,6.5,nm0572132,"nm0000078,nm0001421,nm0342201,nm0104507","Drama,Western"
tt1375666,2010,8.8,nm0634240,"nm0000138,nm0330687,nm0913822","Action,Adventure,Sci-Fi"
tt0157913,1998,6.3,nm0673512,"nm0000616,nm0021835,nm0729582,nm0573140","Comedy,Crime,Drama"
tt0084237,1982,7.5,"nm0710230,nm0060072","nm0000313,nm0000273","Adventure,Animation,Drama"
tt0113277,1995,8.2,nm0000520,"nm0000199,nm0000134,nm0000174,nm0000685","Crime,Drama,Thriller"
tt3147284,2017,4.3,nm5910626,"nm2578610,nm0000800,nm0001744,nm0000799",Drama
tt0116508,1996,5.7,nm0423333,"nm0000285,nm0000616","Drama,Mystery,Thriller"
tt0027185,1935,6.1,nm0454771,"nm0000020,nm0838843,nm0872458","Drama,Romance"
tt0063060,1968,6.6,nm0572132,"nm0000078,nm0001380","Action,Adventure,Drama"
tt0073673,1975,5.8,nm0852676,"nm0000621,nm0570385,nm0820566",Drama
tt0046463,1953,6.9,nm0002031,"nm0000078,nm0002013,nm0876451","Comedy,Drama,Romance"
tt2327191,2013,5.6,nm2060434,"nm3453437,nm0205772,nm0000616","Action,Adventure,Crime"
tt0808339,2008,6.5,nm1362432,"nm0803037,nm0543547","Action,Adventure,Thriller"
tt0037024,1944,7.2,nm0103975,"nm0187284,nm0001695,nm0362567","Crime,Horror,Mystery"
tt0080711,1980,5.9,nm0956796,"nm0160550,nm0859772,nm0123680","Comedy,Horror,Thriller"
tt0100923,1990,7.5,nm0001446,"nm0269285,nm0119993,nm0138770,nm0002037",Drama
tt0065547,1970,6.9,nm0572132,"nm0000078,nm0875861,nm0313387,nm0424565",Western
tt0065542,1970,6.9,nm0000037,"nm0000071,nm0000020","Comedy,Romance,Western"
tt0049730,1956,8.0,nm0000406,"nm0000078,nm0001374,nm0000955","Adventure,Drama,Western"
tt0049733,1956,7.9,nm0019282,nm0382548,Family
tt0118900,1997,6.5,nm0467942,"nm0000902,nm0000637,nm0000598","Action,Crime,Drama"
tt0089260,1985,6.0,nm0723629,"nm0000053,nm0915851","Drama,Romance"
tt0199681,1967,7.2,nm0331471,"nm0622409,nm0368049,nm0024195","Action,Adventure,Drama"
tt0030384,1938,6.7,nm0939992,"nm0000861,nm0001682,nm0002013,nm0612743","Crime,Drama"
tt0030387,1938,6.1,nm0861703,"nm0867144,nm0372384,nm0001682","Comedy,Romance"
tt0030386,1938,6.9,nm0782707,"nm0001682,nm0832011","Comedy,Romance"
tt0025939,1935,6.0,nm0059106,"nm0000068,nm0757925,nm0547975","Mystery,Western"
tt0031033,1939,6.4,nm0782682,"nm0000078,nm0001695,nm0002046","Adventure,History,Western"
tt0045061,1952,7.8,nm0000406,"nm0000078,nm0280178,nm0000955","Comedy,Drama,Romance"
tt0044333,1952,6.7,nm0792450,"nm0001224,nm0000063","Action,Adventure,Drama"
tt0044331,1952,6.7,nm0792605,"nm0001229,nm0780038","Crime,Drama"
tt0060218,1966,6.4,nm0789520,"nm0000018,nm0000078,nm0000069","Adventure,Drama,History"
tt0083141,1981,7.7,nm0742471,"nm0000020,nm0004834","Drama,Romance"
tt0051876,1958,7.0,nm0782947,"nm0138194,nm0798855,nm0448004,nm0915114","Action,Adventure,Western"
tt0024301,1933,5.7,nm0368871,"nm0533692,nm0000068,nm0002503,nm0001935","Action,Crime,Drama"
tt0808232,2009,6.1,nm0492215,"nm0000313,nm1727304","Comedy,Drama"
tt0116136,1996,6.4,nm0003418,"nm0000598,nm0000125,nm0000592","Action,Adventure,Fantasy"
tt4572984,2016,6.7,nm0114810,"nm0734442,nm0000418","Comedy,Drama"
tt1450328,2010,6.7,nm2881794,"nm1963091,nm0809793,nm0000418","Drama,Family"
tt0112305,1995,6.5,nm0781477,"nm0005524,nm0304628,nm0000885","Drama,Romance"
tt0069031,1972,6.3,nm0125111,"nm0000621,nm0003110,nm0283499,nm0000822","Comedy,Family,Sci-Fi"
tt0070915,1973,6.4,nm0765121,"nm0000608,nm0000885,nm0005019","Action,Crime,Drama"
tt0043790,1951,6.5,nm0439597,"nm0001135,nm0000063,nm0608909","Adventure,Drama,History"
tt0040664,1948,5.9,"nm0828419,nm0272059,nm0896542,nm0001379","nm0580565,nm0000071,nm0000020","Comedy,Music,Romance"
tt1563704,2010,6.2,nm0198991,"nm1078479,nm0000418,nm1984458","Drama,Sport"
tt0289652,2002,7.1,nm0350455,"nm0001101,nm0605363","Crime,Drama,Mystery"
tt0081698,1980,6.8,nm0000709,"nm0000621,nm0912001,nm0334057,nm0574433",Comedy
tt0434964,1966,5.1,"nm0950633,nm0397590","nm0215260,nm0002046,nm0052852","Family,Sci-Fi"
tt0039852,1947,6.5,nm0281556,"nm0002046,nm0001922","Adventure,Drama"
tt0056412,1962,7.5,nm0001603,"nm0566948,nm0000068,nm0823594",Western
tt2262315,2016,6.3,nm1227484,"nm0001001,nm2383250,nm1507857","Crime,Drama,Horror"
tt0114457,1995,4.4,nm0392837,nm0426547,Drama
tt0031890,1939,6.3,nm0268513,"nm0001695,nm0354947,nm0184578","Crime,Drama,Mystery"
tt0031891,1939,6.5,nm0141351,"nm0001695,nm0122634,nm0572808","Action,Comedy,Crime"
tt0062622,1968,8.3,nm0000040,"nm0001158,nm0516972,nm0843213,nm0725220","Adventure,Sci-Fi"
tt0062626,1968,6.6,nm0368871,"nm0001509,nm0000053,nm0001522","Mystery,Romance,Western"
tt1686039,2010,5.9,nm1749449,"nm0082211,nm0000418,nm1749449",Drama
tt0087544,1984,8.1,nm0594503,"nm0875332,nm0623214","Adventure,Animation,Fantasy"
tt0084112,1982,5.9,nm0373612,"nm0000800,nm0454418","Crime,Drama,Mystery"
tt0045837,1954,5.9,nm0502752,"nm0804026,nm0926235,nm0441069","Comedy,Crime"
tt1129445,2009,5.8,nm0619762,"nm0000152,nm0000191,nm0001172","Adventure,Drama"
tt0014358,1923,7.5,nm0000122,"nm0881022,nm0000122,nm0152260,nm0718466,nm0718469,nm0615306,nm0841501",Comedy
tt0060161,1966,8.3,nm0752922,"nm0810550,nm0947238,nm0660311","Comedy,Crime,Romance"
tt0060165,1966,7.4,nm0177034,"nm0000020,nm0001673,nm0285818",Western
tt0059454,1965,6.4,nm0623768,"nm0000053,nm0000846,nm0461594",Adventure
tt0113394,1995,5.8,nm0335283,"nm0000616,nm0001592,nm0000348","Action,Crime,Drama"
tt0042869,1950,6.6,nm0681635,"nm0001682,nm0000048","Crime,Drama"
tt0031400,1939,7.2,nm0436132,nm0433439,Drama
tt0044673,1952,6.4,nm0005789,"nm0001229,nm0362567,nm0534317","Crime,Drama,Mystery"
tt0094188,1987,4.0,nm0447944,"nm0000661,nm0000885","Action,Adventure,Comedy"
tt0063115,1968,6.3,nm0002195,nm0000634,"Comedy,Romance"
tt0100157,1990,7.8,nm0001661,"nm0001001,nm0002070","Crime,Drama,Thriller"
tt0465502,2008,6.0,nm1902232,"nm0000131,nm0000114","Animation,Comedy,Family"
tt1104001,2010,6.8,nm2676052,"nm0000313,nm1330560,nm0000310","Action,Adventure,Fantasy"
tt0047820,1955,5.6,nm0145336,"nm0001229,nm0522481,nm0003110","Adventure,Western"
tt1565064,2012,7.7,nm0191920,"nm1225439,nm0441085","Drama,Romance"
tt0067140,1971,7.7,nm0001466,"nm0001768,nm0000336,nm0885123","Drama,War,Western"
tt0042629,1950,6.3,nm0258015,"nm0000348,nm0001559,nm0002046,nm0103722",Western
tt0101984,1991,6.5,nm0005563,"nm0000134,nm0001841",Drama
tt0024674,1933,6.5,nm0368871,"nm0001935,nm0000068,nm0479011,nm0185568,nm0533692","Romance,Western"
tt0038435,1946,7.1,"nm0936823,nm0105175","nm0703491,nm0138194,nm0427157","Action,Adventure,Crime"
tt0106873,1993,5.7,nm0005348,nm0000800,"Comedy,Crime,Thriller"
tt0117665,1996,7.6,nm0001469,"nm0000134,nm0000102,nm0000093,nm0000574","Crime,Drama,Thriller"
tt0418647,2005,6.9,nm0309691,"nm0000621,nm0004912,nm0001434","Drama,Family,Sport"
tt0074901,1976,7.4,nm0561938,"nm0000393,nm0001023,nm0000885","Crime,Drama"
tt0021749,1931,8.5,nm0000122,"nm0000122,nm0616729","Comedy,Drama,Romance"
tt0087635,1984,6.2,nm0002137,"nm0000188,nm0001301,nm0493031",Comedy
tt0067817,1971,6.3,nm0006889,"nm0001967,nm0001001",Drama
tt0109051,1994,7.4,nm0171315,"nm0292691,nm0385757",Drama
tt0032710,1940,6.7,nm0191899,"nm0140504,nm0000747,nm0000020,nm0036427,nm0929925",Drama
tt0102353,1991,6.6,nm0418986,"nm0001939,nm0923863","Drama,Romance"
tt0047885,1955,7.4,nm0112218,"nm0001229,nm0129894","Crime,Drama"
tt0027131,1935,6.2,nm0002061,"nm0228715,nm0052203","Drama,Sci-Fi"
tt0026267,1935,5.2,nm0102908,"nm0000078,nm0601117,nm0398139",Western
tt0030295,1938,6.8,nm0782707,"nm0001682,nm0832011","Comedy,Romance"
tt0069736,1973,5.1,nm0670282,"nm0000020,nm0000918,nm0062772","Drama,Mystery"
tt0069737,1973,8.1,nm0006249,nm0154164,Drama
tt0043482,1951,5.8,nm0580017,"nm0185883,nm0534972,nm0533692","Drama,History,Romance"
tt0042354,1951,7.2,nm0538938,"nm0885203,nm0192490,nm0148974","Drama,Mystery,War"
tt0041625,1948,6.7,nm0505610,"nm0001229,nm0000034,nm0172615","Romance,Western"
tt1840417,2012,7.1,"nm1600872,nm0460206","nm0177896,nm0000598","Drama,Mystery,Romance"
tt6290418,2018,5.1,nm0044310,nm1739904,Comedy
tt0037702,1945,6.4,nm0437356,"nm0000078,nm0771584,nm0292433","Romance,Western"
tt0055074,1961,6.0,nm0916131,"nm0000053,nm0916131","Comedy,Romance,War"
tt0083190,1981,7.4,nm0000520,"nm0001001,nm0005268,nm0000902","Action,Crime,Drama"
tt0029044,1937,6.2,nm0523893,"nm0000078,nm0111226,nm0123310","Drama,Romance,Sport"
tt0117438,1996,6.6,nm0000165,"nm0000154,nm0000641,nm0634509","Action,Crime,Thriller"
tt0387126,2005,4.1,nm0331777,"nm0331577,nm0397721,nm0524240","Crime,Horror,Thriller"
tt0041473,1949,7.2,nm0366942,"nm0000053,nm0179819,nm0311357","Comedy,Drama,Romance"
tt0104427,1992,6.6,nm0000362,"nm0000197,nm0000362,nm0000800,nm0000687","Crime,Drama"
tt0076101,1976,7.6,nm0179281,"nm0000063,nm0147983,nm0093244","Comedy,Crime"
tt0076107,1978,5.0,nm0414996,"nm0000865,nm0000885,nm0580565",Comedy
tt0034208,1941,6.9,nm0188669,"nm0545298,nm0001229","Drama,War"
tt0038055,1945,4.9,nm0567757,"nm0355095,nm0533692","Comedy,Mystery"
tt0379786,2005,7.9,nm0923736,"nm0277213,nm0252230,nm0876138","Action,Adventure,Sci-Fi"
tt1028528,2007,7.0,nm0000233,nm0000621,"Action,Thriller"
tt0051792,1958,8.1,nm0006249,"nm0084435,nm0060610,nm0451190","Drama,Music"
tt0024516,1933,5.4,nm0769585,"nm0000078,nm0151420,nm0134831",Western
tt0093058,1987,8.3,nm0000040,"nm0000546,nm0000388,nm0000352,nm0000284","Drama,War"
tt0080075,1980,5.7,nm0223964,"nm0198072,nm0531489","Crime,Drama,Thriller"
tt0089301,1985,6.7,nm0827854,"nm0000885,nm0258089,nm0318527",Thriller
tt0465142,2006,5.5,nm0919369,"nm0000424,nm0000598,nm0000353","Comedy,Music"
tt1496422,2012,5.8,nm0200005,"nm0000190,nm0000131,nm1374980","Crime,Drama,Mystery"
tt0065230,1969,5.7,nm0447944,"nm0000053,nm0907480,nm0001016","Action,Romance,Western"
tt0017382,1926,6.9,nm0820461,"nm0446414,nm0827509,nm0329299","Comedy,Drama"
tt0031517,1939,6.9,nm0782707,"nm0001682,nm0832011",Comedy
tt2375671,2013,5.9,nm1202296,"nm2984730,nm0000418",Drama
tt0099587,1991,5.7,nm0587518,"nm0000418,nm0000353,nm0424635","Action,Drama,Thriller"
tt0033517,1942,6.5,nm0718321,"nm0001695,nm0322299,nm0420765","Crime,Drama,Mystery"
tt0029284,1940,7.4,nm0437717,"nm0000026,nm0000068","Comedy,Romance"
tt0035582,1942,6.2,nm0334123,"nm0107575,nm0516876,nm0439850","Crime,Drama,Romance"
tt0075846,1977,6.4,nm0852676,"nm0752751,nm0000621,nm0697785,nm0001017",Drama
tt2731970,2014,4.0,nm0950956,"nm0000616,nm1027286","Horror,Mystery,Thriller"
tt0049110,1956,6.1,nm0878338,"nm0639529,nm0002046,nm0000994","Crime,Drama"
tt3120960,2015,4.6,nm1114894,"nm0000616,nm0000620",Action
tt0464913,2006,7.1,nm0371890,"nm0241121,nm1460782,nm1149829,nm0357646","Action,Adventure,Comedy"
tt0109840,1994,4.6,nm0410139,"nm0000616,nm0001194,nm0806822","Action,Adventure,Drama"
tt0106393,1993,5.4,nm0705675,"nm0000616,nm0722221,nm0001606,nm0343361","Action,Crime,Drama"
tt0019929,1929,6.5,nm0783629,"nm0352495,nm0637789",Comedy
tt0060461,1964,7.3,nm0935382,"nm0001657,nm0028674",Drama
tt0319343,2003,6.9,nm0269463,"nm0002071,nm0001001,nm0627878","Comedy,Family,Fantasy"
tt2494362,2015,7.1,nm0951975,"nm0000621,nm0933940,nm0289142,nm0420955","Adventure,Drama,Horror"
tt1327890,2010,6.7,nm0240995,"nm0696725,nm0374901,nm0104821","Drama,History"
tt1067765,2013,6.2,nm0168892,"nm1404239,nm0000131","Comedy,Drama"
tt0313542,2003,7.1,nm0001219,"nm0000131,nm0000432,nm0000163","Crime,Drama,Thriller"
tt0088213,1984,5.9,nm0001129,"nm0000621,nm0911542","Drama,Romance,War"
tt0081398,1980,8.2,nm0000217,"nm0000134,nm0000582,nm0898634","Drama,Sport"
tt0100057,1990,5.9,nm0336726,"nm0664499,nm0000616,nm0920038","Action,Crime,Drama"
tt0103954,1992,6.8,nm0918041,"nm0569732,nm0301178",Drama
tt1486192,2012,6.4,nm0574625,"nm0000131,nm1812656,nm0322407","Crime,Mystery,Thriller"
tt6712014,2017,6.5,nm1805326,"nm4992002,nm3190972,nm3170495,nm5607349",Comedy
tt2179136,2014,7.3,nm0000142,"nm0177896,nm0973177,nm6518675","Action,Drama"
tt4508712,2015,6.5,nm0543647,"nm0176141,nm5236326","Drama,Music,War"
tt0092674,1987,6.5,nm0920862,"nm0672242,nm0290047","Crime,Drama"
tt0090008,1990,5.8,nm0410769,"nm0636694,nm0439170",Drama
